编号,标题,年份,封面,导演,编剧,主演,类型,上映日期,国家地区,语言,时长,别名,互联网电影数据库,评分,评分人数,五星,四星,三星,两星,一星,标记,简介
1292222,出租车司机,1976,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792510233.jpg,马丁·斯科塞斯,保罗·施拉德,罗伯特·德尼罗,剧情,1976/2/8, 美国, 英语 ,113, 的士司机 / 计程车司机 / 出租汽车司机,tt0075314,8.4,120449,39.4,44.6,14.5,1.2,0.3,美国/经典/暴力/剧情/犯罪/1976/人性/黑色,特拉维斯（罗伯特·德尼罗 Robert De Niro 饰）从越战中退伍回来后一直在纽约以开出租车为生。战争后的他多少有些失落，加上开出租车目睹了纽约夜幕下的种种罪恶，令他变得愤世嫉俗、痛恨社会。在追求总统候选人帕兰坦竞选办公室的秘书贝西失败后，特拉维斯决定去刺杀帕兰坦 以证明自己。\n                                    \n                                　　在准备刺杀行动的过程中，特拉维斯遇上了被逼卖淫的雏妓艾瑞斯。在企图救艾瑞斯出火坑未果后，特拉维斯手持武器闯进淫窝，将里面的一干人等通通干掉了！本以为即将收到法律的惩罚，然而媒体却将特拉维斯描述成了一个拯救少女的英雄……
1292223,七宗罪,1995,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457631605.jpg,大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼,剧情,1995/9/22, 美国, 英语 ,127, 火线追缉令(台) / 7宗罪 / Seven,tt0114369,8.8,546501,49.8,39.8,9.7,0.6,0.2,悬疑/犯罪/七宗罪/美国/大卫·芬奇/宗教/惊悚/经典,“暴食”、“贪婪”、“懒惰”、“嫉妒”、“骄傲”、“淫欲”、“愤怒”，这是天主教教义所指的人性七宗罪。城市中发生的连坏杀人案，死者恰好都是犯有这些教义的人。凶手故弄玄虚的作案手法，令资深冷静的警员沙摩塞（摩根•弗里曼 Morgan Freeman 饰）和血气方刚的新扎警员米尔斯（布拉德•皮特 Brad Pitt 饰）都陷入了破案的谜团中。他们去图书馆研读但丁的《神曲》，企图从人间地狱的描绘中找到线索，最后从宗教文学哲学的世界中找到了凶手作案计划和手段的蛛丝马迹。凶手前来投案自首，这令众人都松了一口气，以为案件就此结束，怎料还是逃不出七宗罪的杀人逻辑，这次凶手瞄准的目标，是那个犯了“愤怒”罪的人……
1292224,飞越疯人院,1975,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,米洛斯·福尔曼,劳伦斯·奥邦,杰克·尼科尔森,剧情,1975/11/19, 美国, 英语,133, 飞越杜鹃窝(台) / 飞越喜鹊巢,tt0073486,9.1,346327,61.2,31.4,6.7,0.5,0.2,人性/自由/经典/美国/剧情/1975/心理/人生,麦克墨菲（杰克·尼科尔森 Jack Nicholson 饰）为了逃避监狱里的强制劳动，装作精神异常，被送进了精神病院，他的到来，给死气沉沉的精神病院带来了剧烈的冲击。\n                                    \n                                　　麦克要求看棒球比赛的电视转播，挑战了医院严格的管理制度，受到护士长瑞秋（路易丝·弗莱彻 Louise Fletcher 饰）的百般阻挠；麦克带领病人出海捕鱼，振奋了 他们的精神，却让院方头痛不已。院方为了惩处麦克胆大妄为、屡犯院规，决定将他永远留在疯人院。生性自由的麦克再也无法忍受疯人院的生活，他联合病友，高大的印第安人“酋长”，开始自己的计划：飞越疯人院。\n                                    \n                                　　本片获1975年第48届奥斯卡最佳影片，最佳男、女主角，最佳导演和最佳改编剧本五项大奖。主人公“不自由毋宁死”的精神在当今社会仍有很大的现实意义。
1292225,闪灵,1980,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2026663886.jpg,斯坦利·库布里克,斯坦利·库布里克,杰克·尼科尔森,剧情,1980/5/23, 英国 , 英语,119, 鬼店(台) / 幻觉 / 幽光,tt0081505,8.1,205037,32.1,44,20.1,2.9,0.9,惊悚/恐怖/美国/库布里克/悬疑/斯坦利·库布里克/美国电影/恐怖片,杰克（杰克•尼科尔森 Jack Nicholson 饰）是一个作家。一个冬天，他得到了一个看管山顶酒店的差事。这正合杰克的意思，他正好可以有一个幽静的地方写作。于是杰克带着妻儿搬进了酒店。\n                                    \n                                　　冬天大雪封路，山顶酒店只有杰克一家三口。从他们一搬进来，杰克的妻子温蒂（谢莉·杜瓦尔 Shelley Duvall 饰）就发现这里气氛诡异，杰克的儿子丹尼（丹尼·劳埃德 Danny Lloyd 饰）经常看到一些他不认识的人，但这里除了他们一家别无他人。而杰克除了一整天闷头写作外，脾气亦变得越来越古怪。\n                                    \n                                　　直到有一天，温蒂发现丈夫这些天来一直写就只有一句话：杰克发疯了！
1292226,2001太空漫游,1968,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792189453.jpg,斯坦利·库布里克,亚瑟·克拉克,凯尔·杜拉,科幻,1968/4/2, 英国 , 英语 ,148, 2001：星际漫游 / 2001：太空奥德赛,tt0062622,8.7,128501,55.1,29.9,11.4,2.3,1.3,科幻/美国/经典/1968/太空/哲学/史诗/悬疑,这部影片是库布里克花了四年时间制作的充满哲学命题的鸿篇巨制。一块大黑石树立在史前人类的面前，他们刚刚开始认识工具，进入到进化的里程碑。同样的黑石还在宇宙多处出现，它们矗立在月球上，漂浮在太空中，带着某种神秘的寓意。\n                                    \n                                　　现在的时间是2001年，为了寻找黑石的根源，人类开展一项木星登陆计划。飞船上有冬眠的三名宇航员，大卫船长（凯尔·杜拉 Keir Dullea饰）、富兰克飞行员（加里·洛克伍德 Gary Lockwood饰），还有一部叫“HAL9000”的高智能电脑。HAL在宇宙飞行过程中发生错乱，令到富兰克和三名冬眠人员相继丧命，剩下波曼和这台电脑作战。\n                                    \n                                　　从死亡线上回来的大卫一气之下关掉主脑系统，HAL彻底失效。现在，茫茫宇宙中只剩大卫一人，向木星进发。穿越瑰异壮观的星门，大卫仿佛去到一个奇特的时空，那里有人类
1292228,不准掉头,1997,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p462532098.jpg,奥利佛·斯通,约翰·里德利,西恩·潘,犯罪,1997/10/3, 法国 , 英语,125, U形转弯 / 上错惊魂路,tt0120399,8,10484,27,50.4,19.8,2.4,0.5,美国/公路/人性/奥利弗·斯通/黑色幽默/OliverStone/剧情/SeanPenn,曾是网球选手的博比（西恩•潘 Sean Penn 饰）最近霉运缠身，先是欠下赌债被债主砍去手指，继而在前往拉斯维加斯还债途中汽车竟然在一个偏僻的小镇苏必略抛锚了。然而，倒霉透顶的博比怎么也没有想到，他的恶运其实刚刚开始。\n                                    \n                                　　在苏必略，博比先是被修车工敲诈，强行扣下了他的车；然后，他在商店又遭到了抢劫，最后，万分郁闷的他甚至在酒吧喝闷酒都被一个不明所以的青年纠缠，硬是说他和自己女友有染，两人甚至大打出手。就在此时，博比遇到了一位神秘美女格雷斯（詹妮弗•洛佩兹 Jennifer Lopez 饰）。当他们正在进行好事时，撞见了格雷斯的丈夫杰克。出人意料的是，杰克竟然要求博比干掉格雷斯！怪事一桩接一桩，完全摸不着头脑的博比最终何去何从？
1292229,天生杀人狂,1994,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1640827366.jpg,奥利佛·斯通,戴维·韦罗兹,伍迪·哈里森,动作,1994/8/26, 美国, 英语 ,118, 闪灵杀手 / 天生杀手,tt0110632,8,83401,34.2,38.7,20.3,4.5,2.2,暴力/美国/犯罪/人性/经典/昆汀/爱情/剧情,米基（伍迪·哈里森 Woody Harrelson 饰）和梅乐丽（朱丽叶特·刘易斯 Juliette Lewis饰）同样有着残缺的家庭，深种在他们内心暴力的种子在渐渐萌芽成长。梅乐丽从小就备受父亲虐待，她决定和只有一面之缘的米基一同出走，出走前把父母都杀死。米基要梅乐丽 从今起开始新生活，他们举行婚礼后，便开始了一边逃亡一边杀人的疯狂旅程。\n                                    \n                                　　在途中，死于二人手下的人无数。道德和法律已经完全被他们的观念清空。他们疯狂的杀人，疯狂的相爱，手上染满各种人的鲜血。这个离奇的事件，被电视当作肥皂剧来娱乐大众。他们成为青少年崇拜的偶像的同时，也成为了阶下囚。然而，监狱对于他们来说，不过是一个新的杀人场所。他们点燃了监狱里犯人们的凶暴欲念，一场登峰造极的混战轰烈上演。
1292230,刺杀肯尼迪,1991,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p967284986.jpg,奥利佛·斯通,奥利佛·斯通,凯文·科斯特纳,传记,1991/12/20, 美国 , 英语,189, 惊天大刺杀(港) / 谁杀了甘乃迪(台),tt0102138,8.8,20419,52.8,35.4,10.6,0.9,0.3,美国/政治/历史/悬疑/奥利弗·斯通/美国电影/经典/OliverStone,肯尼迪的遇刺成为了一桩美国历史上的悬案，电影重新审视了那一段历史，到底杀手是一个普通人，还是整个庞大的政治阴谋，真相和幻象，都在调查中渐渐露出端倪。\n                                    \n                                　　总统遇刺的两小时内，官方认定的凶手即被逮捕，他就是里·哈威·奥斯瓦多。然而巧合的是，在随后的一个小时，这个嫌疑犯却火速被 一名流氓杀死。经过调查，官方还是认定里·哈威·奥斯瓦多为真凶。但是，三年后的一个美国地方检察官吉姆·加里森（凯文·科斯特纳 Kevin Costner 饰），却发现肯尼迪中弹的蹊跷，从而推测当年官方的误判，接下来，他的侦查牵连着一个历史上的惊天阴谋。
1292233,发条橙,1971,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,斯坦利·库布里克,斯坦利·库布里克,马尔科姆·麦克道威尔,犯罪,1971/12/19, 英国 , 英语,136, 发条桔子 / 发条橙子 / 发条橘子,tt0066921,8.5,220060,43.4,40.3,13.9,1.7,0.7,暴力/库布里克/发条橙/英国/经典/青春/StanleyKubrick/犯罪,阿利斯（马尔科姆•麦克道尔）是一位无恶不作的少年，他的特殊喜好是边听贝多芬的交响曲边奸淫女性，某次他进入一所别墅抢劫一番后，打残了该别墅的主人——一名小说家，并用特殊喜好蹂躏了其妻子。后来因为杀了一名单身女子，阿利斯入狱并接受了特殊的人格治疗，出狱后，他对淫乐之事产生彻底的厌倦。\n                                    \n                                　　但当阿利斯回到家时，周围人群没改变对他的旧看法，在种种歧视的重压下，他跑到郊外一所别墅想喘口气，不想这所别墅正是他以前抢劫过的小说家的那所。而作为反政府组织首领的该小说家为了达到某种目的，软禁了阿利斯。当这件事暴露小说家被捕时，其手下为了对抗政府，扬言要把阿利斯恢复原来的性情，完全不理一旁的阿利斯大叫“我完全好了”。
1292234,漫长的婚约,2004,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p803957472.jpg,让-皮埃尔·热内,塞巴斯蒂安·雅普里佐,奥黛丽·塔图,剧情,2004/10/27, 法国 , 法语 ,133, 未婚妻的漫長等待 / 美丽缘未了 / 漫长婚约 / A Very Long Engagement,tt0344510,8.1,53676,28.6,48.8,21,1.4,0.2,法国/爱情/奥黛丽·塔图/法国电影/战争/让-皮埃尔·热内/漫长的婚约/AudreyTautou,法国女孩马蒂尔达（奥黛丽·托图 饰）因为小儿麻痹而落下残疾，同村的男孩马涅克（加斯帕德·尤利尔 饰）是她青梅竹马的情人，二人已定下婚约，但是，随着一战的爆发，马涅克应征入伍，婚约也变得遥遥无期。\n                                    \n                                　　战争持久而残酷，但是马蒂尔达认为自己和马涅克之间有奇妙的感应，她坚信马涅克还活着。\n                                    \n                                　　1920年，马蒂尔达收到噩耗：五名法国士兵因自残罪名被本国军事委员会判处死刑，扔到敌方的“黄昏宾果”战壕前等死，其中最年轻的一个就是马涅克。\n                                    \n                                　　马蒂尔达开始艰难的寻找真相，她找私家侦探调查，托人查看军方的相关文件，锲而不舍察访“黄昏宾果”战壕的幸存者，为此不惜耗尽了父母留下的遗产。\n      
1292238,甘地传,1982,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193944770.jpg,理查德·阿滕伯勒,约翰·布瑞雷,本·金斯利,传记,1982/12/3, 英国 , 英语,191, 甘地 / Richard Attenborough's Film: Gandhi,tt0083987,8.6,23384,43.7,43.3,11.9,1,0.2,传记/印度/甘地/历史/英国/人物/经典/1982,本片记录了印度圣雄甘地史诗般传奇伟大的一生。1893年，24岁的甘地（本•金斯利 Ben Kingsley 饰）受邀前往南非任律师职，决心在当地带领印度移民开展非暴力不合作的抗议活动，并因此入狱。出狱后甘地回到祖国，在三八朗地区建立了高僧修行所，加入了国大党领导的印度独立运动，宣传非暴力不合作的斗争理念。运动中甘地曾四次入狱；在其不懈努力及国大党的带领下，印度独立终于提上议事日程，甘地也于1931年赴伦敦参加商讨独立的圆桌会议。然而随着独立的临近，印度国内穆斯林与印度教人民之间的宗教矛盾日益突出，甘地的非暴力不合作理念又面临着更为严峻的新挑战……\n                                        \n                                    　　本片获1982年奥斯卡最佳影片，最佳导演（理查德•阿滕伯勒Richard Attenborough），最佳男演员（本•金斯利），最佳原创剧本，最佳艺术指导，最佳摄影，最佳服装设计和最佳剪辑共八项大奖，并获奥...
1292260,现代启示录,1979,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p734374571.jpg,弗朗西斯·福特·科波拉,约翰·米利厄斯,马龙·白兰度,剧情,1979/5/19, 美国, 英语 ,147, 当代启示录,tt0078788,8.4,58667,39.9,42.4,15.3,1.8,0.6,战争/越战/美国/人性/弗朗西斯·福特·科波拉/经典/美国电影/科波拉,越战后期，美军上尉威拉德（马丁•辛 Martin Sheen 饰）奉命沿湄公河而上，搜寻脱离美军在柬埔寨建立了自己的王国的科茨（马龙•白兰度 Marlon Brando 饰）上校，将他带回或杀死。科茨上教曾经是美军在越战中的英雄，战功赫赫。然而，忽然有一天，他失踪了。随 后，情报指出他在柬埔扎建立了自己的王国，自己的军队，专门反对美军。\n                                    \n                                　　威拉德与几名士兵一路沿河而上，途中他们目睹了种种暴行、杀戮，目睹了无论美军士兵还是当地人在长期的战争中精神扭曲，做出的种种非正常的行为，威拉德感到了极大的震撼。\n                                    \n                                　　威拉德最后在柬埔寨科茨的王国中被当地人捉住，见到了科茨。然而，科茨竟欲求一死，叫威拉德将这里炸为平地……
1292262,美国往事,1984,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,赛尔乔·莱昂内,皮耶罗·德·贝纳迪,罗伯特·德尼罗,犯罪,1984/2/17, 意大利 , 英语 ,229, 四海兄弟(台) / 义薄云天(港),tt0087843,9.1,226388,64.7,28.4,6.2,0.5,0.2,美国/黑帮/经典/人生/美国往事/罗伯特·德尼罗/剧情/美国电影,二十年代的美国，纽约少年“面条”（罗伯特•德尼罗 饰）和几个同龄朋友一起认识了聪明狡黠的“麦大”（詹姆斯 • 伍兹 饰），他们开始从事走私活动。不久，面条在一场械斗中杀伤人命，被关进监牢。\n                                    \n                                　　若干年后，“面条”出狱，当时的小伙伴们已经变成了健壮的青年人，在“麦大”的带领下，他们开始了一系列抢劫、盗窃、敲诈活动。随着犯罪活动的不断深入，“麦大”似乎被胜利冲昏了头脑，竟然把美国联邦储备银行也列入了行动目标。“面条”不忍眼看好友走向毁灭，偷偷打电话报警，想逼迫“麦大”收手。警察与“面条”的朋友展开激烈枪战，“麦大”等人全部被杀。“面条”带着深深的悔恨和痛苦，离开纽约，回到年少时生长的地方。\n                                    \n                                　　三十五年过去了，几近垂暮的“面条”重新回到纽约的伤心地，他遇见了少时的朋友和旧情人，而当年“麦大”他们的死，背后竟然包含着出乎
